user_id,gender,region,employer_name,income,pay_type
182,Male,West,Company D,53459.16,Weekly
183,Other,North,Company A,49855.03,Weekly
184,Female,South,Company D,55248.86,Monthly
185,Male,South,Company D,36569.68,Daily
186,Female,North,Company D,65942.81,Weekly
187,Female,North,Company C,85067.42,Daily
188,Female,South,Company B,37088.65,Monthly
189,Female,South,Company D,58013.12,Monthly
190,Male,South,Company B,39098.87,Weekly
191,Male,East,Company B,65614.31,Monthly
192,Female,East,Company C,49855.03,Unknown
193,Other,North,Company D,57208.8,Monthly
194,Female,South,Company D,36905.17,Weekly
195,Male,Unknown,Company A,46895.23,Weekly
196,Male,East,Company D,34534.62,Monthly
197,Female,East,Company C,62335.26,Monthly
198,Female,South,Company A,49855.03,Weekly
199,Female,West,Company B,58279.46,Weekly
200,Female,West,Company B,44838.53,Monthly
201,Female,East,Company B,48282.91,Daily
202,Male,Unknown,Unknown,52216.34,Monthly
203,Male,North,Company C,38572.63,Weekly
204,Female,North,Company C,53155.51,Weekly
205,Female,West,Unknown,72955.02,Monthly
206,Male,West,Company B,38328.58,Daily
207,Male,North,Company D,67577.15,Monthly
208,Female,South,Company B,49855.03,Monthly
209,Male,North,Company D,37757.68,Monthly
210,Male,South,Company A,28174.18,Weekly
211,Female,West,Company D,54529.41,Weekly
212,Female,East,Company A,41788.89,Weekly
213,Female,South,Company B,78029.05,Monthly
214,Male,South,Company D,50522.11,Monthly
215,Female,North,Company B,37967.01,Daily
216,Male,South,Company C,32792.61,Monthly
217,Male,East,Company B,66348.57,Daily
218,Female,Unknown,Company C,41432.24,Monthly
219,Female,West,Company A,50657.43,Daily
220,Female,North,Company A,64337.04,Monthly
221,Female,West,Company B,49855.03,Weekly
222,Female,West,Company B,49311.07,Monthly
223,Male,West,Company A,49751.47,Monthly
224,Male,South,Company B,60249.87,Monthly
225,Male,South,Company B,58861.17,Monthly
226,Male,South,Company A,46698.29,Monthly
227,Unknown,North,Company C,50954.74,Weekly
228,Male,North,Company D,44423.31,Weekly
229,Female,North,Company A,27835.81,Weekly
230,Female,South,Company C,53864.01,Weekly
231,Female,East,Company C,78382.88,Weekly
232,Female,South,Company B,36744.21,Weekly
233,Female,North,Company C,38404.55,Weekly
234,Female,Unknown,Company B,36939.08,Weekly
235,Male,West,Company C,60868.88,Daily
236,Female,West,Company A,56727.28,Monthly
237,Male,Unknown,Company C,47621.93,Monthly
238,Male,East,Company C,36229.71,Weekly
239,Female,Unknown,Company A,51385.65,Monthly
240,Male,North,Company B,26530.67,Daily
241,Other,South,Unknown,52151.4,Daily
242,Unknown,North,Company B,63072.87,Monthly
243,Other,North,Company C,31232.01,Monthly
244,Male,North,Company D,27012.23,Weekly
245,Male,East,Company C,73691.57,Weekly
246,Other,West,Company C,49855.03,Monthly
247,Male,East,Company D,67039.22,Weekly
248,Unknown,North,Company D,47690.04,Weekly
249,Unknown,West,Company B,47570.68,Monthly
250,Female,East,Company B,56576.19,Monthly
251,Male,South,Company B,36740.02,Weekly
252,Male,East,Unknown,51987.46,Monthly
253,Female,South,Company C,44277.66,Daily
254,Male,South,Company A,30192.6,Weekly
255,Male,West,Company D,55062.23,Weekly
256,Female,South,Company B,46050.38,Daily
257,Other,South,Company A,47644.63,Daily
258,Female,West,Company C,31847.59,Monthly
259,Female,East,Company B,73871.01,Monthly
260,Male,North,Company D,63150.71,Weekly
261,Female,North,Company A,64462.34,Weekly
262,Unknown,North,Company D,45418.33,Monthly
263,Male,East,Company C,24062.26,Daily
264,Female,South,Company A,79293.76,Monthly
265,Female,North,Unknown,49083.54,Monthly
266,Female,Unknown,Company C,38768.0,Monthly
267,Female,East,Company B,56252.02,Weekly
268,Female,North,Company B,67506.81,Weekly
269,Male,East,Company D,49654.24,Monthly
270,Male,East,Company B,69178.63,Monthly
271,Female,North,Company A,66245.0,Monthly
272,Female,South,Company A,33854.28,Weekly
273,Female,West,Company B,39893.15,Monthly
274,Other,South,Company D,64363.06,Daily
275,Female,East,Company B,9310.81,Monthly
276,Female,South,Company A,47758.16,Unknown
277,Female,North,Company A,28537.53,Monthly
278,Female,North,Company B,42851.69,Weekly
279,Female,South,Company D,45517.7,Monthly
280,Female,North,Company B,44626.33,Monthly
281,Female,North,Unknown,41716.08,Daily
282,Male,West,Company B,33542.85,Daily
283,Male,Unknown,Company A,84378.67,Weekly
284,Male,West,Company D,78011.93,Weekly
285,Female,West,Company B,32569.01,Weekly
286,Male,North,Company C,73731.75,Daily
287,Female,Unknown,Unknown,44008.02,Monthly
288,Female,North,Company A,49855.03,Weekly
289,Male,Unknown,Company A,49050.89,Weekly
290,Female,Unknown,Company C,40103.77,Monthly
291,Male,East,Company B,64757.79,Daily
292,Male,Unknown,Company A,51888.3,Monthly
293,Female,East,Company A,42851.73,Monthly
294,Male,South,Company A,30431.16,Weekly
295,Male,South,Company D,36596.07,Weekly
296,Female,East,Company A,25379.3,Monthly
297,Female,North,Company B,50183.35,Monthly
298,Male,East,Company C,32050.02,Daily
299,Female,Unknown,Company B,46016.59,Monthly
300,Male,North,Company A,70551.53,Weekly
301,Male,West,Company D,67989.49,Weekly
302,Female,West,Company A,49515.85,Weekly
303,Female,West,Company D,48693.73,Daily
304,Female,Unknown,Company D,78198.12,Weekly
305,Female,East,Company B,57811.34,Weekly
306,Unknown,Unknown,Company C,45082.9,Weekly
307,Female,West,Company B,28609.73,Weekly
308,Male,North,Company B,55908.1,Weekly
309,Female,South,Company D,62439.86,Daily
310,Male,East,Company D,49855.03,Monthly
311,Male,North,Company B,54368.04,Monthly
312,Male,East,Company C,49855.03,Monthly
313,Male,East,Company D,49855.03,Monthly
314,Unknown,North,Unknown,12682.67,Monthly
315,Female,East,Company C,46673.28,Daily
316,Female,West,Company B,64540.54,Weekly
317,Male,South,Company B,40528.96,Weekly
318,Male,North,Unknown,50787.9,Weekly
319,Male,North,Company A,38660.74,Daily
320,Male,South,Company C,55406.63,Weekly
321,Female,West,Company B,46752.15,Daily
322,Female,North,Company B,35911.38,Monthly
323,Female,East,Company B,69988.27,Daily
324,Male,North,Unknown,63933.98,Weekly
325,Unknown,South,Company A,40926.4,Monthly
326,Female,West,Company C,57466.82,Weekly
327,Female,East,Company A,58061.18,Weekly
328,Female,North,Company A,59634.52,Monthly
329,Male,South,Company B,24586.16,Weekly
330,Male,North,Company C,65099.1,Monthly
331,Male,South,Company B,41454.52,Monthly
332,Female,East,Company B,44632.58,Daily
333,Male,North,Company A,89568.23,Weekly
334,Male,South,Company B,54528.1,Daily
335,Male,South,Unknown,44205.16,Weekly
336,Male,West,Company D,16920.58,Monthly
337,Female,Unknown,Company B,70846.46,Weekly
338,Female,North,Company C,29821.85,Weekly
339,Female,West,Company D,34948.42,Unknown
340,Male,South,Company A,45029.72,Monthly
341,Female,South,Company D,71246.18,Daily
342,Female,West,Company D,61598.6,Daily
343,Male,West,Company A,47632.44,Weekly
344,Male,Unknown,Company A,54624.38,Daily
345,Male,East,Unknown,40994.21,Monthly
346,Female,South,Company C,52094.81,Unknown
347,Female,West,Company A,51100.05,Weekly
348,Male,South,Company B,64531.55,Monthly
349,Male,East,Company B,49855.03,Daily
350,Female,South,Company C,57409.66,Weekly
351,Female,East,Company C,44564.79,Weekly
352,Female,North,Unknown,61127.33,Weekly
353,Female,North,Company B,49855.03,Monthly
354,Male,West,Company C,33771.28,Weekly
355,Male,North,Company C,49855.03,Daily
356,Female,East,Company B,51267.9,Monthly
357,Male,North,Company A,49855.03,Monthly
358,Female,North,Unknown,47247.08,Monthly
359,Other,North,Company D,31862.02,Weekly
360,Female,North,Company B,50851.13,Weekly
361,Male,West,Company C,51701.84,Weekly
362,Female,South,Company A,52787.56,Daily
363,Female,Unknown,Company C,63798.07,Weekly
364,Female,East,Company C,65283.85,Monthly
365,Other,South,Company C,41086.84,Daily
366,Male,East,Unknown,40757.85,Weekly
367,Unknown,East,Company C,34397.02,Weekly
368,Other,West,Company B,60482.24,Weekly
369,Male,South,Company D,71732.3,Daily
370,Male,South,Company A,45273.77,Weekly
371,Male,West,Company B,46378.54,Monthly
372,Male,West,Company B,72001.74,Weekly
373,Male,West,Company B,57583.37,Monthly
374,Female,South,Company D,56543.54,Monthly
375,Male,West,Company B,32136.25,Weekly
376,Male,South,Company D,60180.92,Monthly
377,Female,South,Company C,36062.95,Monthly
378,Male,North,Company B,32989.7,Monthly
379,Female,East,Company D,44798.43,Weekly
380,Male,North,Company A,41213.11,Daily
381,Male,South,Company A,46676.0,Unknown
382,Female,West,Company C,28385.28,Monthly
383,Female,North,Company B,64382.24,Weekly
384,Female,North,Company A,66915.29,Daily
385,Female,North,Company C,20789.86,Monthly
386,Female,West,Company C,64676.87,Weekly
387,Male,East,Company B,37842.07,Weekly
388,Male,South,Unknown,62854.63,Monthly
389,Female,West,Company C,48973.3,Daily
390,Female,West,Company D,50431.63,Daily
391,Unknown,South,Company A,47223.54,Monthly
392,Male,East,Company C,68181.94,Monthly
393,Male,West,Company D,31406.18,Monthly
394,Female,East,Company C,59117.61,Monthly
395,Male,North,Company C,49855.03,Weekly
396,Other,West,Company B,60745.1,Weekly
397,Female,East,Company A,84870.48,Monthly
398,Male,South,Company B,42065.8,Daily
399,Female,South,Company B,64359.57,Monthly
400,Female,North,Company D,48408.64,Monthly
401,Male,North,Company A,68501.09,Monthly
402,Other,West,Unknown,49884.67,Weekly
403,Female,North,Unknown,44181.86,Weekly
404,Female,South,Company A,69591.08,Monthly
405,Male,East,Company B,42626.57,Monthly
406,Female,North,Company D,28809.11,Daily
407,Male,Unknown,Unknown,42247.3,Unknown
408,Male,North,Company B,59285.49,Monthly
409,Other,South,Company B,70880.58,Monthly
410,Male,South,Company C,51666.94,Weekly
411,Male,North,Company C,69772.96,Weekly
412,Unknown,North,Company B,29627.38,Monthly
413,Unknown,East,Company C,43351.05,Daily
414,Female,Unknown,Company A,45671.37,Weekly
415,Female,North,Company A,48281.61,Weekly
416,Male,East,Company B,51261.42,Weekly
417,Male,East,Company B,60363.66,Unknown
418,Male,West,Company B,43327.9,Weekly
419,Female,South,Company B,52085.43,Monthly
420,Female,South,Company B,49323.16,Monthly
421,Female,South,Company A,36111.65,Weekly
422,Female,East,Company B,48295.0,Monthly
423,Male,West,Unknown,47845.11,Weekly
424,Female,North,Company B,47523.79,Daily
425,Male,South,Company B,50476.39,Weekly
426,Female,West,Company C,51135.1,Unknown
427,Male,West,Unknown,43515.57,Monthly
428,Female,Unknown,Company A,69090.72,Daily
429,Male,West,Company C,32457.79,Weekly
430,Male,South,Company C,39185.45,Monthly
431,Male,East,Company C,91699.45,Weekly
432,Female,East,Company A,34430.13,Monthly
433,Female,North,Company C,29693.68,Weekly
434,Male,East,Company A,61017.15,Weekly
435,Male,East,Company C,18843.2,Monthly
436,Female,North,Company C,46470.89,Weekly
437,Male,West,Company A,49855.03,Weekly
438,Female,East,Company D,26825.96,Monthly
439,Female,Unknown,Company A,20270.53,Monthly
440,Male,North,Company D,27512.28,Weekly
441,Male,South,Company B,63475.39,Weekly
442,Unknown,East,Company A,66871.65,Daily
443,Male,South,Company A,42311.17,Daily
444,Male,East,Unknown,60248.19,Weekly
445,Female,West,Company A,70853.83,Weekly
446,Other,North,Company A,76810.2,Weekly
447,Unknown,East,Company B,46304.97,Weekly
448,Female,East,Company C,15477.92,Monthly
449,Male,South,Company C,37686.82,Monthly
450,Male,West,Company A,43597.94,Weekly
451,Female,West,Company B,46115.92,Monthly
452,Female,East,Company A,47182.11,Weekly
453,Male,East,Company A,66783.42,Daily
454,Other,South,Company B,69116.43,Monthly
455,Male,West,Company C,49855.03,Weekly
456,Female,East,Company A,66477.27,Daily
457,Male,East,Company B,55364.92,Weekly
458,Female,West,Company B,50967.59,Monthly
459,Male,South,Unknown,49855.03,Monthly
460,Male,West,Unknown,51083.78,Weekly
461,Male,North,Company D,80867.17,Weekly
462,Female,South,Company A,28423.83,Monthly
463,Female,South,Company A,42272.44,Monthly
464,Female,Unknown,Company B,48102.22,Daily
465,Unknown,West,Company B,56591.79,Weekly
466,Male,East,Company C,69019.41,Unknown
467,Male,East,Company D,49634.02,Weekly
468,Female,East,Company D,28666.56,Daily
469,Male,West,Company D,62637.71,Monthly
470,Unknown,South,Company B,61324.38,Weekly
471,Male,South,Company C,20872.12,Monthly
472,Unknown,North,Company B,49942.94,Weekly
473,Male,West,Company A,26147.87,Weekly
474,Female,East,Company C,40030.23,Monthly
475,Female,South,Company A,36457.87,Daily
476,Unknown,North,Company B,62138.97,Daily
477,Male,West,Company B,51752.45,Monthly
478,Female,North,Company C,30716.13,Weekly
479,Unknown,East,Company D,63200.99,Monthly
480,Female,Unknown,Company B,28492.91,Weekly
481,Female,South,Company D,54951.71,Daily
482,Female,North,Company B,37789.84,Monthly
483,Female,East,Company B,44514.84,Daily
484,Female,West,Company C,57564.06,Monthly
485,Female,East,Company C,57821.74,Weekly
486,Other,Unknown,Unknown,70054.54,Weekly
487,Male,North,Company A,48766.19,Monthly
488,Male,East,Company C,54596.76,Monthly
489,Unknown,East,Company C,43433.94,Daily
490,Female,West,Company D,49855.03,Weekly
491,Female,North,Company A,56592.29,Monthly
492,Female,West,Company D,48525.35,Weekly
493,Male,East,Company C,22943.74,Monthly
494,Male,South,Company B,54972.06,Monthly
495,Female,North,Company B,55468.42,Weekly
496,Male,West,Company B,39797.4,Monthly
497,Female,North,Company C,30734.19,Daily
498,Male,South,Company D,72138.19,Weekly
499,Unknown,South,Company C,57371.68,Daily
500,Unknown,West,Company C,46563.78,Weekly
501,Female,East,Company C,32944.51,Daily
502,Female,West,Company A,37672.78,Weekly
503,Male,South,Company A,69538.86,Weekly
504,Female,East,Company B,49855.03,Unknown
505,Female,East,Company B,41741.19,Weekly
506,Male,West,Company A,57645.34,Monthly
507,Other,West,Company C,37784.03,Weekly
508,Female,North,Company B,49855.03,Daily
509,Other,East,Company B,70292.01,Weekly
510,Female,North,Company B,43001.39,Weekly
511,Female,East,Company A,40569.95,Weekly
512,Male,South,Company D,10728.0,Unknown
513,Other,South,Company D,27776.29,Monthly
514,Female,South,Company C,29907.95,Weekly
515,Male,East,Company A,52027.86,Monthly
516,Male,South,Company D,45106.49,Weekly
517,Male,East,Company D,29819.97,Weekly
518,Female,South,Company D,45782.54,Monthly
519,Unknown,North,Company A,57580.06,Monthly
520,Male,West,Company C,57917.59,Weekly
521,Female,South,Company D,21504.95,Monthly
522,Male,South,Company C,48076.05,Monthly
523,Unknown,East,Company C,49855.03,Daily
524,Female,South,Company B,63525.93,Monthly
525,Female,North,Company C,61762.2,Weekly
526,Female,South,Company A,49855.03,Daily
527,Male,West,Company C,38509.32,Monthly
528,Male,East,Company A,43080.99,Monthly
529,Male,East,Company B,16208.1,Weekly
530,Female,East,Company B,55039.52,Weekly
531,Female,North,Company C,45907.33,Daily
532,Unknown,South,Company A,64552.63,Daily
533,Unknown,West,Company C,33523.86,Weekly
534,Female,North,Company D,40713.16,Monthly
535,Female,South,Company A,27402.12,Monthly
536,Other,South,Company A,34935.64,Monthly
537,Female,South,Company A,49855.03,Monthly
538,Male,Unknown,Company D,64939.61,Weekly
539,Female,North,Company C,39526.07,Weekly
540,Male,East,Company B,51862.64,Monthly
541,Unknown,North,Company A,44288.55,Daily
542,Female,Unknown,Company C,30958.02,Monthly
543,Male,North,Company D,47475.49,Weekly
544,Female,South,Company D,58986.55,Weekly
545,Female,East,Company C,31883.61,Weekly
546,Male,East,Company A,62136.69,Weekly
547,Male,South,Company A,37254.19,Monthly
548,Female,South,Company A,42755.24,Weekly
549,Female,South,Company B,57960.25,Weekly
550,Female,South,Company A,40048.46,Daily
551,Female,North,Company B,50563.62,Weekly
552,Female,South,Company B,45279.64,Weekly
553,Female,South,Company D,51940.52,Weekly
554,Female,South,Company C,14288.91,Daily
555,Female,East,Company D,22554.77,Monthly
556,Male,Unknown,Company C,59239.51,Weekly
557,Male,East,Company A,65557.72,Weekly
558,Male,North,Company C,36342.7,Weekly
559,Female,North,Company B,46339.57,Monthly
560,Female,Unknown,Company C,54420.79,Weekly
561,Female,South,Company B,60398.26,Monthly
562,Male,North,Unknown,19584.84,Weekly
563,Male,East,Company B,36709.4,Weekly
564,Male,East,Company B,45011.31,Daily
565,Male,East,Company D,60547.1,Weekly
566,Female,South,Company A,87476.46,Monthly
567,Male,North,Company C,46579.91,Monthly
568,Male,Unknown,Company C,28895.34,Daily
569,Other,South,Company D,56034.02,Monthly
570,Male,East,Unknown,69814.94,Weekly
571,Female,East,Unknown,51620.21,Monthly
572,Female,East,Company A,36400.27,Weekly
573,Male,South,Company D,64369.91,Weekly
574,Female,South,Company C,59953.18,Monthly
575,Female,East,Company C,34608.79,Monthly
576,Other,West,Company A,55721.38,Daily
577,Male,West,Company C,64958.98,Weekly
578,Other,North,Unknown,67728.35,Weekly
579,Female,North,Company D,49003.27,Daily
580,Male,West,Company B,44628.81,Daily
581,Female,East,Company A,68409.11,Monthly
582,Unknown,West,Company B,31847.59,Unknown
583,Female,North,Company D,56578.69,Monthly
584,Male,East,Company C,29449.6,Monthly
585,Female,East,Company B,65980.64,Daily
586,Male,East,Company A,46129.32,Monthly
587,Male,South,Company B,69028.75,Monthly
588,Male,North,Company B,57371.19,Monthly
589,Male,East,Company D,31651.7,Weekly
590,Male,South,Company C,71369.42,Weekly
591,Male,South,Company B,73268.68,Weekly
592,Female,Unknown,Company C,63234.3,Daily
593,Male,South,Company A,38576.18,Weekly
594,Male,West,Unknown,45409.79,Monthly
595,Female,North,Company B,52181.41,Daily
596,Female,East,Company B,39444.34,Monthly
597,Female,Unknown,Company B,75385.2,Monthly
598,Male,North,Company C,52164.9,Monthly
599,Male,North,Company C,9449.78,Weekly
600,Male,South,Company C,55090.34,Monthly
601,Male,North,Company B,44777.64,Monthly
602,Male,East,Company B,48876.1,Monthly
603,Male,West,Company A,44470.71,Monthly
604,Male,South,Company C,62105.7,Weekly
605,Male,South,Company A,66795.32,Daily
606,Female,South,Company C,54245.8,Weekly
607,Male,East,Company D,44910.33,Monthly
608,Male,North,Company D,49379.94,Monthly
609,Female,East,Company B,50293.99,Unknown
610,Female,East,Company B,49855.03,Monthly
611,Male,East,Company A,58683.93,Daily
612,Female,North,Company C,56900.63,Monthly
613,Female,East,Company D,73106.62,Daily
614,Male,North,Company A,68830.25,Monthly
615,Female,North,Company B,39714.88,Weekly
616,Other,West,Company D,62304.48,Weekly
617,Male,East,Company D,35735.7,Weekly
618,Male,North,Company A,49855.03,Monthly
619,Female,North,Company C,42250.79,Weekly
620,Female,North,Company A,34651.2,Weekly
621,Male,South,Company A,54200.68,Monthly
622,Male,North,Company D,9881.49,Monthly
623,Male,North,Company D,23735.37,Weekly
624,Female,South,Company D,47337.62,Monthly
625,Female,East,Company A,51236.63,Weekly
626,Male,East,Company D,44460.22,Monthly
627,Female,East,Company B,26308.46,Weekly
628,Female,North,Company B,37731.62,Monthly
629,Male,Unknown,Company C,55868.14,Weekly
630,Male,West,Company A,58726.73,Monthly
631,Female,West,Company D,49756.65,Monthly
632,Female,West,Company C,67352.51,Monthly
633,Female,West,Company A,55960.96,Unknown
634,Female,East,Company A,38788.17,Monthly
635,Male,North,Company A,45792.47,Weekly
636,Male,East,Company A,28957.01,Monthly
637,Female,East,Company C,48377.92,Monthly
638,Male,East,Company D,66681.51,Weekly
639,Male,East,Company A,60279.35,Weekly
640,Male,North,Company A,71030.14,Unknown
641,Male,South,Company C,45456.72,Daily
642,Male,West,Company D,70191.5,Weekly
643,Male,East,Company B,47100.44,Weekly
644,Male,East,Company B,72073.78,Weekly
645,Male,South,Company C,49672.15,Monthly
646,Female,South,Company B,60608.47,Daily
647,Female,West,Company A,72126.69,Weekly
648,Female,East,Company C,47098.59,Weekly
649,Female,West,Company C,53275.83,Monthly
650,Female,South,Company C,69332.95,Monthly
651,Male,East,Company C,48004.95,Daily
652,Female,North,Company C,30186.62,Monthly
653,Female,East,Company A,82145.11,Weekly
654,Female,South,Company B,49855.03,Monthly
655,Male,South,Company A,52381.34,Daily
656,Male,East,Company A,67340.1,Monthly
657,Male,West,Company C,40872.59,Daily
658,Male,North,Company D,34881.98,Monthly
